tenant_slug,product_name,description,price_cpm,delivery_type,formats_json,targeting_json
spotify,Spotify Call Her Daddy Podcast Sponsorship Package 29,Sponsor the Call Her Daddy Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,39,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Students Study Pack Package 30,Use our Students Study Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,20,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""Singapore""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Indie Essentials Playlist Package 31,Be part of the soundtrack with our Indie Essentials Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,40,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""USA""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Sad Songs Mood Package 32,Align your message with the Sad Songs Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,24,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""UK"", ""France""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Alternative Rock Genre Channel Package 33,Own the Alternative Rock Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""desktop"", ""smart speaker""]}"
spotify,Spotify TED Talks Daily Sponsorship Package 34,Sponsor the TED Talks Daily Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,36,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""France""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify Night Owls Pack Package 35,Use our Night Owls Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,18,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Australia"", ""UK""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Viral Hits Playlist Package 36,Be part of the soundtrack with our Viral Hits Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,30,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""UK"", ""France""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
spotify,Spotify Romantic Evening Mood Package 37,Align your message with the Romantic Evening Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,20,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Australia"", ""France""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify K-Pop Genre Channel Package 38,Own the K-Pop Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,39,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""UK""], ""device_type_any_of"": [""smart speaker"", ""mobile""]}"
spotify,Spotify The Daily Wellness Podcast Sponsorship Package 39,Sponsor the The Daily Wellness Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Parents on the Go Pack Package 40,Use our Parents on the Go Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Fresh Finds Playlist Package 41,Be part of the soundtrack with our Fresh Finds Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,22,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""USA""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
spotify,Spotify Focus and Productivity Mood Package 42,Align your message with the Focus and Productivity Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,33,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""UK"", ""Germany""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Reggae Genre Channel Package 43,Own the Reggae Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,25,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Germany""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Business Wars Podcast Sponsorship Package 44,Sponsor the Business Wars Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,22,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Australia"", ""Germany""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Creators and Makers Pack Package 45,Use our Creators and Makers Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""UK"", ""France""], ""device_type_any_of"": [""desktop"", ""smart speaker""]}"
spotify,Spotify Coffeehouse Vibes Playlist Package 46,Be part of the soundtrack with our Coffeehouse Vibes Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,36,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Feel-Good Road Trip Mood Package 47,Align your message with the Feel-Good Road Trip Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,29,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Soul & R&B Genre Channel Package 48,Own the Soul & R&B Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,38,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
spotify,Spotify Modern Love Podcast Sponsorship Package 49,Sponsor the Modern Love Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,31,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""USA""], ""device_type_any_of"": [""desktop"", ""smart speaker""]}"
spotify,Spotify Home Cooks Pack Package 50,Use our Home Cooks Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Top Hits Playlist Package 51,Be part of the soundtrack with our Top Hits Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,33,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
spotify,Spotify Morning Motivation Mood Package 52,Align your message with the Morning Motivation Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,36,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Hip-Hop Genre Channel Package 53,Own the Hip-Hop Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,16,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""France""], ""device_type_any_of"": [""smart speaker"", ""mobile""]}"
spotify,Spotify Joe Rogan Experience Sponsorship Package 54,Sponsor the Joe Rogan Experience Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,27,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Gen Z Music Lovers Pack Package 55,Use our Gen Z Music Lovers Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,17,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
spotify,Spotify Rap Caviar Playlist Package 56,Be part of the soundtrack with our Rap Caviar Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,23,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""USA""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Sleepy Time Mood Package 57,Align your message with the Sleepy Time Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,38,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
spotify,Spotify Latin Pop Genre Channel Package 58,Own the Latin Pop Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,34,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""Australia""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
spotify,Spotify Armchair Expert Sponsorship Package 59,Sponsor the Armchair Expert Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,10,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Germany""], ""device_type_any_of"": [""desktop"", ""smart speaker""]}"
spotify,Spotify Global Travelers Pack Package 60,Use our Global Travelers Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,31,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
spotify,Spotify Chill Hits Playlist Package 61,Be part of the soundtrack with our Chill Hits Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""Singapore"", ""UK""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Party Time Mood Package 62,Align your message with the Party Time Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,17,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""Germany""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Country Genre Channel Package 63,Own the Country Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,22,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""France""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Crime Junkie Podcast Sponsorship Package 64,Sponsor the Crime Junkie Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,11,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""France"", ""Germany""], ""device_type_any_of"": [""smart speaker"", ""mobile""]}"
spotify,Spotify Urban Millennials Pack Package 65,Use our Urban Millennials Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,36,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""UK""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Workout Mix Playlist Package 66,Be part of the soundtrack with our Workout Mix Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,22,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
spotify,Spotify Study Mode Mood Package 67,Align your message with the Study Mode Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,25,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""USA""], ""device_type_any_of"": [""desktop"", ""smart speaker""]}"
spotify,Spotify EDM Genre Channel Package 68,Own the EDM Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,27,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Australia"", ""Germany""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify On Purpose with Jay Shetty Sponsorship Package 69,Sponsor the On Purpose with Jay Shetty Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,35,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""Australia""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Yoga Enthusiasts Pack Package 70,Use our Yoga Enthusiasts Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,24,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""UK"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
spotify,Spotify Throwback Thursday Playlist Package 71,Be part of the soundtrack with our Throwback Thursday Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,16,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Germany""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
spotify,Spotify Relaxing Sunday Mood Package 72,Align your message with the Relaxing Sunday Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,36,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Australia"", ""Singapore""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Classical Genre Channel Package 73,Own the Classical Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,37,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
spotify,Spotify The Michelle Obama Podcast Sponsorship Package 74,Sponsor the The Michelle Obama Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,23,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Gamers Music Pack Package 75,Use our Gamers Music Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,38,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Australia""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Pop Rising Playlist Package 76,Be part of the soundtrack with our Pop Rising Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,16,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
spotify,Spotify Happy Vibes Mood Package 77,Align your message with the Happy Vibes Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,23,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
spotify,Spotify Jazz Genre Channel Package 78,Own the Jazz Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Call Her Daddy Podcast Sponsorship Package 79,Sponsor the Call Her Daddy Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,31,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Students Study Pack Package 80,Use our Students Study Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""France""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Indie Essentials Playlist Package 81,Be part of the soundtrack with our Indie Essentials Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,29,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""UK"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Sad Songs Mood Package 82,Align your message with the Sad Songs Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,35,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""UK""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Alternative Rock Genre Channel Package 83,Own the Alternative Rock Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,26,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""USA""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify TED Talks Daily Sponsorship Package 84,Sponsor the TED Talks Daily Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,31,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""UK""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Night Owls Pack Package 85,Use our Night Owls Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,22,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Singapore"", ""USA""], ""device_type_any_of"": [""desktop"", ""mobile""]}"
spotify,Spotify Viral Hits Playlist Package 86,Be part of the soundtrack with our Viral Hits Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,33,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify Romantic Evening Mood Package 87,Align your message with the Romantic Evening Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,37,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""France"", ""Singapore""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify K-Pop Genre Channel Package 88,Own the K-Pop Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,19,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""smart speaker"", ""desktop"", ""mobile""]}"
spotify,Spotify The Daily Wellness Podcast Sponsorship Package 89,Sponsor the The Daily Wellness Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,14,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Parents on the Go Pack Package 90,Use our Parents on the Go Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,29,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify Fresh Finds Playlist Package 91,Be part of the soundtrack with our Fresh Finds Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,35,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""USA"", ""France""], ""device_type_any_of"": [""mobile"", ""desktop"", ""smart speaker""]}"
spotify,Spotify Focus and Productivity Mood Package 92,Align your message with the Focus and Productivity Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,32,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""France""], ""device_type_any_of"": [""desktop"", ""smart speaker"", ""mobile""]}"
spotify,Spotify Reggae Genre Channel Package 93,Own the Reggae Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,15,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""USA"", ""France""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Business Wars Podcast Sponsorship Package 94,Sponsor the Business Wars Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,27,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Creators and Makers Pack Package 95,Use our Creators and Makers Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,22,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""Singapore""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Coffeehouse Vibes Playlist Package 96,Be part of the soundtrack with our Coffeehouse Vibes Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,30,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK"", ""Germany""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify Feel-Good Road Trip Mood Package 97,Align your message with the Feel-Good Road Trip Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,20,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore"", ""Australia"", ""France""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify Soul & R&B Genre Channel Package 98,Own the Soul & R&B Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,21,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""mobile"", ""desktop""]}"
spotify,Spotify Modern Love Podcast Sponsorship Package 99,Sponsor the Modern Love Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,30,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""USA""], ""device_type_any_of"": [""desktop"", ""smart speaker""]}"
spotify,Spotify Home Cooks Pack Package 100,Use our Home Cooks Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,37,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Top Hits Playlist Package 101,Be part of the soundtrack with our Top Hits Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,27,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Germany"", ""France""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Morning Motivation Mood Package 102,Align your message with the Morning Motivation Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,36,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Singapore"", ""Germany""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Hip-Hop Genre Channel Package 103,Own the Hip-Hop Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,24,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Joe Rogan Experience Sponsorship Package 104,Sponsor the Joe Rogan Experience Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,25,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Germany"", ""Singapore""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
spotify,Spotify Gen Z Music Lovers Pack Package 105,Use our Gen Z Music Lovers Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,21,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
spotify,Spotify Rap Caviar Playlist Package 106,Be part of the soundtrack with our Rap Caviar Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,22,guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""France"", ""Singapore""], ""device_type_any_of"": [""mobile""]}"
spotify,Spotify Sleepy Time Mood Package 107,Align your message with the Sleepy Time Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,38,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""smart speaker"", ""mobile"", ""desktop""]}"
spotify,Spotify Latin Pop Genre Channel Package 108,Own the Latin Pop Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,37,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""desktop""]}"
spotify,Spotify Armchair Expert Sponsorship Package 109,Sponsor the Armchair Expert Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,13,guaranteed,"[""audio""]","{""geo_country_any_of"": [""France""], ""device_type_any_of"": [""smart speaker"", ""mobile""]}"
spotify,Spotify Global Travelers Pack Package 110,Use our Global Travelers Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,14,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""desktop"", ""mobile"", ""smart speaker""]}"
spotify,Spotify Chill Hits Playlist Package 111,Be part of the soundtrack with our Chill Hits Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,40,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Australia"", ""USA"", ""France""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Party Time Mood Package 112,Align your message with the Party Time Mood and tap into listeners' emotions. Deliver your brand message when they are feeling the vibe and create a meaningful connection across the globe.,29,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""France"", ""Australia""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Country Genre Channel Package 113,Own the Country Genre Channel and speak directly to fans of this sound. Connect with passionate listeners who live and breathe music in this genre and enjoy global appeal.,20,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""Singapore""], ""device_type_any_of"": [""smart speaker""]}"
spotify,Spotify Crime Junkie Podcast Sponsorship Package 114,Sponsor the Crime Junkie Podcast Sponsorship to reach dedicated podcast fans. Your brand becomes part of engaging conversations and personal stories that resonate with listeners worldwide.,12,non_guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""France""], ""device_type_any_of"": [""smart speaker"", ""desktop""]}"
spotify,Spotify Urban Millennials Pack Package 115,Use our Urban Millennials Pack to connect with a specific lifestyle group. Deliver your message with personalization and global scale to a community that reflects your brand values.,10,guaranteed,"[""audio""]","{""geo_country_any_of"": [""UK""], ""device_type_any_of"": [""mobile"", ""smart speaker"", ""desktop""]}"
spotify,Spotify Workout Mix Playlist Package 116,Be part of the soundtrack with our Workout Mix Playlist. Reach listeners everywhere as they discover new music curated to fit their lifestyle and let your brand become part of their daily soundtrack.,36,guaranteed,"[""audio""]","{""geo_country_any_of"": [""USA"", ""France"", ""Singapore""], ""device_type_any_of"": [""mobile"", ""smart speaker""]}"
