tenant_slug,product_name,description,price_cpm,delivery_type,formats,targeting_json
nytimes,New York Times Politics Feature,💼 POLITICS LEADERS READ HERE! Premium placement in our politics section reaching 2M+ professionals daily. Your brand appears alongside politics news that moves markets. Perfect for brands wanting to reach politics decision-makers. Reach the politics leaders! 📈,31.92,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Magazine Page,💼 MAGAZINE LEADERS READ HERE! Premium placement in our magazine section reaching 2M+ professionals daily. Your brand appears alongside magazine news that moves markets. Perfect for brands wanting to reach magazine decision-makers. Reach the magazine leaders! 📈,32.07,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Automobiles Page,💼 AUTOMOBILES LEADERS READ HERE! Premium placement in our automobiles section reaching 2M+ professionals daily. Your brand appears alongside automobiles news that moves markets. Perfect for brands wanting to reach automobiles decision-makers. Reach the automobiles leaders! 📈,36.29,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Education Feature,📖 SEAMLESS INTEGRATION! Education content that matches the look and feel of The New York Times. Your brand story told through trusted education journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic education storytelling in premium context. Be part of the education story! ✍️,42.09,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times World Placement,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium world placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning world journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential world audience. When quality matters, advertise with quality! 🏆",34.7,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Real Estate Page,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium real estate placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning real estate journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential real estate audience. When quality matters, advertise with quality! 🏆",39.45,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Editorial Feature,💼 EDITORIAL LEADERS READ HERE! Premium placement in our editorial section reaching 2M+ professionals daily. Your brand appears alongside editorial news that moves markets. Perfect for brands wanting to reach editorial decision-makers. Reach the editorial leaders! 📈,35.62,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Real Estate Placement,📖 SEAMLESS INTEGRATION! Real estate content that matches the look and feel of The New York Times. Your brand story told through trusted real estate journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic real estate storytelling in premium context. Be part of the real estate story! ✍️,30.36,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Real Estate Content,📖 SEAMLESS INTEGRATION! Real estate content that matches the look and feel of The New York Times. Your brand story told through trusted real estate journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic real estate storytelling in premium context. Be part of the real estate story! ✍️,39.37,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Food Edition,📖 SEAMLESS INTEGRATION! Food content that matches the look and feel of The New York Times. Your brand story told through trusted food journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic food storytelling in premium context. Be part of the food story! ✍️,41.2,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Arts Section,📖 SEAMLESS INTEGRATION! Arts content that matches the look and feel of The New York Times. Your brand story told through trusted arts journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic arts storytelling in premium context. Be part of the arts story! ✍️,40.42,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Editorial Coverage,💼 EDITORIAL LEADERS READ HERE! Premium placement in our editorial section reaching 2M+ professionals daily. Your brand appears alongside editorial news that moves markets. Perfect for brands wanting to reach editorial decision-makers. Reach the editorial leaders! 📈,30.0,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Crossword Content,📖 SEAMLESS INTEGRATION! Crossword content that matches the look and feel of The New York Times. Your brand story told through trusted crossword journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic crossword storytelling in premium context. Be part of the crossword story! ✍️,37.61,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times World Column,💼 WORLD LEADERS READ HERE! Premium placement in our world section reaching 2M+ professionals daily. Your brand appears alongside world news that moves markets. Perfect for brands wanting to reach world decision-makers. Reach the world leaders! 📈,43.55,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Obituaries Edition,📖 SEAMLESS INTEGRATION! Obituaries content that matches the look and feel of The New York Times. Your brand story told through trusted obituaries journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic obituaries storytelling in premium context. Be part of the obituaries story! ✍️,44.48,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Column,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium travel placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning travel journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential travel audience. When quality matters, advertise with quality! 🏆",35.86,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Corrections Placement,📖 SEAMLESS INTEGRATION! Corrections content that matches the look and feel of The New York Times. Your brand story told through trusted corrections journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic corrections storytelling in premium context. Be part of the corrections story! ✍️,42.75,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Opinion Feature,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium opinion placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning opinion journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential opinion audience. When quality matters, advertise with quality! 🏆",42.69,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Education Story,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium education placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning education journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential education audience. When quality matters, advertise with quality! 🏆",35.84,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Real Estate Report,💼 REAL ESTATE LEADERS READ HERE! Premium placement in our real estate section reaching 2M+ professionals daily. Your brand appears alongside real estate news that moves markets. Perfect for brands wanting to reach real estate decision-makers. Reach the real estate leaders! 📈,37.24,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Page,📖 SEAMLESS INTEGRATION! Travel content that matches the look and feel of The New York Times. Your brand story told through trusted travel journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic travel storytelling in premium context. Be part of the travel story! ✍️,30.05,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Health Section,💼 HEALTH LEADERS READ HERE! Premium placement in our health section reaching 2M+ professionals daily. Your brand appears alongside health news that moves markets. Perfect for brands wanting to reach health decision-makers. Reach the health leaders! 📈,38.41,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Sports Edition,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium sports placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning sports journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential sports audience. When quality matters, advertise with quality! 🏆",33.83,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times National Placement,📖 SEAMLESS INTEGRATION! National content that matches the look and feel of The New York Times. Your brand story told through trusted national journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic national storytelling in premium context. Be part of the national story! ✍️,42.0,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Corrections Feature,💼 CORRECTIONS LEADERS READ HERE! Premium placement in our corrections section reaching 2M+ professionals daily. Your brand appears alongside corrections news that moves markets. Perfect for brands wanting to reach corrections decision-makers. Reach the corrections leaders! 📈,42.46,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Food Feature,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium food placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning food journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential food audience. When quality matters, advertise with quality! 🏆",35.17,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Technology Feature,📖 SEAMLESS INTEGRATION! Technology content that matches the look and feel of The New York Times. Your brand story told through trusted technology journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic technology storytelling in premium context. Be part of the technology story! ✍️,39.71,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Coverage,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium travel placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning travel journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential travel audience. When quality matters, advertise with quality! 🏆",35.2,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Politics Feature,💼 POLITICS LEADERS READ HERE! Premium placement in our politics section reaching 2M+ professionals daily. Your brand appears alongside politics news that moves markets. Perfect for brands wanting to reach politics decision-makers. Reach the politics leaders! 📈,44.7,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Real Estate Page,📖 SEAMLESS INTEGRATION! Real estate content that matches the look and feel of The New York Times. Your brand story told through trusted real estate journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic real estate storytelling in premium context. Be part of the real estate story! ✍️,32.46,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Coverage,📖 SEAMLESS INTEGRATION! Travel content that matches the look and feel of The New York Times. Your brand story told through trusted travel journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic travel storytelling in premium context. Be part of the travel story! ✍️,43.45,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times World Coverage,💼 WORLD LEADERS READ HERE! Premium placement in our world section reaching 2M+ professionals daily. Your brand appears alongside world news that moves markets. Perfect for brands wanting to reach world decision-makers. Reach the world leaders! 📈,36.5,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Editorial Coverage,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium editorial placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning editorial journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential editorial audience. When quality matters, advertise with quality! 🏆",39.66,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Sports Report,💼 SPORTS LEADERS READ HERE! Premium placement in our sports section reaching 2M+ professionals daily. Your brand appears alongside sports news that moves markets. Perfect for brands wanting to reach sports decision-makers. Reach the sports leaders! 📈,42.29,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Magazine Edition,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium magazine placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning magazine journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential magazine audience. When quality matters, advertise with quality! 🏆",30.27,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Arts Story,💼 ARTS LEADERS READ HERE! Premium placement in our arts section reaching 2M+ professionals daily. Your brand appears alongside arts news that moves markets. Perfect for brands wanting to reach arts decision-makers. Reach the arts leaders! 📈,40.9,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Automobiles Story,💼 AUTOMOBILES LEADERS READ HERE! Premium placement in our automobiles section reaching 2M+ professionals daily. Your brand appears alongside automobiles news that moves markets. Perfect for brands wanting to reach automobiles decision-makers. Reach the automobiles leaders! 📈,35.51,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Style Content,💼 STYLE LEADERS READ HERE! Premium placement in our style section reaching 2M+ professionals daily. Your brand appears alongside style news that moves markets. Perfect for brands wanting to reach style decision-makers. Reach the style leaders! 📈,41.86,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times National Coverage,📖 SEAMLESS INTEGRATION! National content that matches the look and feel of The New York Times. Your brand story told through trusted national journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic national storytelling in premium context. Be part of the national story! ✍️,32.18,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Arts Section,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium arts placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning arts journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential arts audience. When quality matters, advertise with quality! 🏆",38.55,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Health Section,💼 HEALTH LEADERS READ HERE! Premium placement in our health section reaching 2M+ professionals daily. Your brand appears alongside health news that moves markets. Perfect for brands wanting to reach health decision-makers. Reach the health leaders! 📈,43.51,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Magazine Report,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium magazine placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning magazine journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential magazine audience. When quality matters, advertise with quality! 🏆",39.32,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Health Coverage,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium health placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning health journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential health audience. When quality matters, advertise with quality! 🏆",33.36,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Page,💼 TRAVEL LEADERS READ HERE! Premium placement in our travel section reaching 2M+ professionals daily. Your brand appears alongside travel news that moves markets. Perfect for brands wanting to reach travel decision-makers. Reach the travel leaders! 📈,35.85,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Weekend Story,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium weekend placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning weekend journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential weekend audience. When quality matters, advertise with quality! 🏆",35.18,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Magazine Page,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium magazine placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning magazine journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential magazine audience. When quality matters, advertise with quality! 🏆",38.65,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Crossword Feature,💼 CROSSWORD LEADERS READ HERE! Premium placement in our crossword section reaching 2M+ professionals daily. Your brand appears alongside crossword news that moves markets. Perfect for brands wanting to reach crossword decision-makers. Reach the crossword leaders! 📈,37.93,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Book Review Edition,📖 SEAMLESS INTEGRATION! Book review content that matches the look and feel of The New York Times. Your brand story told through trusted book review journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic book review storytelling in premium context. Be part of the book review story! ✍️,44.05,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Magazine Column,💼 MAGAZINE LEADERS READ HERE! Premium placement in our magazine section reaching 2M+ professionals daily. Your brand appears alongside magazine news that moves markets. Perfect for brands wanting to reach magazine decision-makers. Reach the magazine leaders! 📈,36.77,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Education Page,📖 SEAMLESS INTEGRATION! Education content that matches the look and feel of The New York Times. Your brand story told through trusted education journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic education storytelling in premium context. Be part of the education story! ✍️,31.74,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times World Feature,📖 SEAMLESS INTEGRATION! World content that matches the look and feel of The New York Times. Your brand story told through trusted world journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic world storytelling in premium context. Be part of the world story! ✍️,32.32,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Technology Feature,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium technology placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning technology journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential technology audience. When quality matters, advertise with quality! 🏆",41.75,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Letters Edition,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium letters placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning letters journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential letters audience. When quality matters, advertise with quality! 🏆",36.18,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times National Column,💼 NATIONAL LEADERS READ HERE! Premium placement in our national section reaching 2M+ professionals daily. Your brand appears alongside national news that moves markets. Perfect for brands wanting to reach national decision-makers. Reach the national leaders! 📈,36.68,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Crossword Story,💼 CROSSWORD LEADERS READ HERE! Premium placement in our crossword section reaching 2M+ professionals daily. Your brand appears alongside crossword news that moves markets. Perfect for brands wanting to reach crossword decision-makers. Reach the crossword leaders! 📈,44.72,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Arts Story,📖 SEAMLESS INTEGRATION! Arts content that matches the look and feel of The New York Times. Your brand story told through trusted arts journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic arts storytelling in premium context. Be part of the arts story! ✍️,30.64,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times World Column,💼 WORLD LEADERS READ HERE! Premium placement in our world section reaching 2M+ professionals daily. Your brand appears alongside world news that moves markets. Perfect for brands wanting to reach world decision-makers. Reach the world leaders! 📈,36.35,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Report,💼 TRAVEL LEADERS READ HERE! Premium placement in our travel section reaching 2M+ professionals daily. Your brand appears alongside travel news that moves markets. Perfect for brands wanting to reach travel decision-makers. Reach the travel leaders! 📈,33.73,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Science Column,📖 SEAMLESS INTEGRATION! Science content that matches the look and feel of The New York Times. Your brand story told through trusted science journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic science storytelling in premium context. Be part of the science story! ✍️,30.71,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Travel Story,💼 TRAVEL LEADERS READ HERE! Premium placement in our travel section reaching 2M+ professionals daily. Your brand appears alongside travel news that moves markets. Perfect for brands wanting to reach travel decision-makers. Reach the travel leaders! 📈,38.56,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Food Coverage,💼 FOOD LEADERS READ HERE! Premium placement in our food section reaching 2M+ professionals daily. Your brand appears alongside food news that moves markets. Perfect for brands wanting to reach food decision-makers. Reach the food leaders! 📈,43.96,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Education Page,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium education placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning education journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential education audience. When quality matters, advertise with quality! 🏆",40.74,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Sports Report,📖 SEAMLESS INTEGRATION! Sports content that matches the look and feel of The New York Times. Your brand story told through trusted sports journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic sports storytelling in premium context. Be part of the sports story! ✍️,37.29,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Crossword Coverage,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium crossword placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning crossword journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential crossword audience. When quality matters, advertise with quality! 🏆",36.47,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Obituaries Edition,📖 SEAMLESS INTEGRATION! Obituaries content that matches the look and feel of The New York Times. Your brand story told through trusted obituaries journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic obituaries storytelling in premium context. Be part of the obituaries story! ✍️,30.24,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Business Edition,"📰 TRUSTED JOURNALISM REACHES INFLUENTIAL DECISION-MAKERS! Premium business placement on America's most trusted news source. Your brand appears alongside Pulitzer Prize-winning business journalism reaching 5M+ daily readers. Perfect for brands wanting premium context and influential business audience. When quality matters, advertise with quality! 🏆",41.53,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Style Placement,📖 SEAMLESS INTEGRATION! Style content that matches the look and feel of The New York Times. Your brand story told through trusted style journalism reaching 5M+ engaged readers. Perfect for brands wanting authentic style storytelling in premium context. Be part of the style story! ✍️,30.24,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
nytimes,New York Times Corrections Column,💼 CORRECTIONS LEADERS READ HERE! Premium placement in our corrections section reaching 2M+ professionals daily. Your brand appears alongside corrections news that moves markets. Perfect for brands wanting to reach corrections decision-makers. Reach the corrections leaders! 📈,37.13,guaranteed,"[""banner"", ""native""]","{""geo_country_any_of"": [""USA""], ""device_type_any_of"": [""desktop"", ""tablet"", ""mobile""]}"
